log10_x,L_100,L_1000,dc,zero_line
10.96,0.140353,8.123975,-0.670000,0.0
10.98,-2.221425,5.490138,-0.670000,0.0
11.00,3.357453,-4.079379,-0.670000,0.0
11.02,-6.175595,-4.824141,-0.670000,0.0
11.04,6.604243,-4.010470,-0.670000,0.0
11.06,-4.185290,-22.741802,-0.670000,0.0
11.08,7.322005,-6.833443,-0.670000,0.0
11.10,-2.746303,0.504496,-0.670000,0.0
11.12,-2.384166,-1.544599,-0.670000,0.0
11.14,1.229808,17.402620,-0.670000,0.0
11.16,1.179737,6.382423,-0.670000,0.0
11.18,-1.980557,-7.030563,-0.670000,0.0
11.20,0.547173,11.547532,-0.670000,0.0
11.22,2.317455,5.541060,-0.670000,0.0
11.24,-0.817457,-3.461264,-0.670000,0.0
11.26,-1.895199,3.913781,-0.670000,0.0
11.28,4.410137,4.395880,-0.670000,0.0
11.30,-8.163617,-18.076511,-0.670000,0.0
11.32,-3.858852,2.319140,-0.670000,0.0
11.34,-0.874220,9.465718,-0.670000,0.0
11.36,-4.890408,-17.388876,-0.670000,0.0
11.38,-8.775620,-16.057331,-0.670000,0.0
11.40,6.802565,-15.436684,-0.670000,0.0
11.42,-8.418087,-3.974496,-0.670000,0.0
11.44,-1.344440,-5.914631,-0.670000,0.0
11.46,2.101872,21.013220,-0.670000,0.0
11.48,-3.521876,2.742332,-0.670000,0.0
11.50,4.221806,-2.524083,-0.670000,0.0
11.52,-8.138199,-18.473334,-0.670000,0.0
11.54,5.647133,6.878674,-0.670000,0.0
11.56,1.454762,-3.122794,-0.670000,0.0
11.58,-3.102523,-10.834460,-0.670000,0.0
11.60,0.981278,-1.128270,-0.670000,0.0
11.62,1.248151,7.089101,-0.670000,0.0
11.64,-8.692505,6.186772,-0.670000,0.0
11.66,-0.791729,4.741709,-0.670000,0.0
11.68,0.131090,-7.973788,-0.670000,0.0
11.70,2.224521,-3.329606,-0.670000,0.0
11.72,4.223600,9.709219,-0.670000,0.0
11.74,-0.953949,2.230705,-0.670000,0.0
11.76,0.788552,-16.140643,-0.670000,0.0
11.78,-5.349179,-8.553662,-0.670000,0.0
11.80,0.426864,12.865065,-0.670000,0.0
11.82,2.212628,13.316075,-0.670000,0.0
11.84,3.599794,-17.712143,-0.670000,0.0
11.86,3.430759,1.233542,-0.670000,0.0
11.88,-1.834425,-3.684741,-0.670000,0.0
11.90,1.624285,-7.326600,-0.670000,0.0
11.92,-0.682131,-4.443406,-0.670000,0.0
11.94,-1.556027,-10.589863,-0.670000,0.0
11.96,1.204793,17.781631,-0.670000,0.0
11.98,-5.722399,-16.124915,-0.670000,0.0
12.00,-1.667374,-1.662724,-0.670000,0.0
12.02,3.251406,-4.787029,-0.670000,0.0
12.04,-3.693667,-22.214351,-0.670000,0.0
12.06,3.363719,-12.841760,-0.670000,0.0
12.08,-0.797960,8.653610,-0.670000,0.0
12.10,-4.477541,1.623225,-0.670000,0.0
12.12,6.094414,12.719150,-0.670000,0.0
12.14,-7.711113,-22.610263,-0.670000,0.0
12.16,-4.361112,4.633986,-0.670000,0.0
12.18,-2.519059,-7.151272,-0.670000,0.0
12.20,-3.648782,-8.306579,-0.670000,0.0
12.22,0.634409,-9.475410,-0.670000,0.0
12.24,4.589046,-7.608648,-0.670000,0.0
12.26,-4.364124,-15.149850,-0.670000,0.0
12.28,0.848784,-6.910079,-0.670000,0.0
12.30,1.994099,12.353629,-0.670000,0.0
12.32,-5.171260,-9.210876,-0.670000,0.0
12.34,0.600110,2.499428,-0.670000,0.0
12.36,-4.884581,-19.910750,-0.670000,0.0
12.38,-1.066787,-14.769784,-0.670000,0.0
12.40,-2.087628,4.180472,-0.670000,0.0
12.42,0.285099,-9.088759,-0.670000,0.0
12.44,-2.282769,-11.892287,-0.670000,0.0
12.46,0.451591,-20.645881,-0.670000,0.0
12.48,2.406423,13.878758,-0.670000,0.0
12.50,0.174438,12.203999,-0.670000,0.0
12.52,1.045734,9.286396,-0.670000,0.0
12.54,-2.394715,14.299648,-0.670000,0.0
12.56,-1.875896,3.028392,-0.670000,0.0
12.58,3.147060,-5.750004,-0.670000,0.0
12.60,-8.512084,-5.181772,-0.670000,0.0
12.62,-3.048102,-7.625530,-0.670000,0.0
12.64,5.401155,10.049811,-0.670000,0.0
12.66,4.788569,-6.575380,-0.670000,0.0
12.68,0.670615,11.503618,-0.670000,0.0
12.70,1.838356,5.950289,-0.670000,0.0
12.72,-2.787735,-15.980646,-0.670000,0.0
12.74,0.547416,-8.233477,-0.670000,0.0
12.76,-1.461921,3.322799,-0.670000,0.0
12.78,2.432446,-5.643657,-0.670000,0.0
12.80,-1.584332,-23.160740,-0.670000,0.0
12.82,-0.920050,-14.520369,-0.670000,0.0
12.84,2.697585,-0.832001,-0.670000,0.0
12.86,-7.995673,-8.709191,-0.670000,0.0
12.88,1.521230,-6.291477,-0.670000,0.0
12.90,-2.491856,5.611467,-0.670000,0.0
12.92,1.439674,-11.479965,-0.670000,0.0
12.94,-2.228987,-3.983180,-0.670000,0.0
12.96,3.160225,12.988160,-0.670000,0.0
12.98,-2.263033,2.489587,-0.670000,0.0
13.00,-7.143091,-5.467091,-0.670000,0.0
13.02,3.033044,0.550385,-0.670000,0.0
13.04,-1.013181,3.139548,-0.670000,0.0
13.06,2.807358,3.916038,-0.670000,0.0
13.08,-2.088871,-12.250193,-0.670000,0.0
13.10,-1.534995,-3.527085,-0.670000,0.0
13.12,-4.358396,-14.493734,-0.670000,0.0
13.14,0.140384,6.149564,-0.670000,0.0
13.16,-1.356003,-1.176739,-0.670000,0.0
13.18,3.252887,-12.596041,-0.670000,0.0
13.20,-1.584627,-14.542371,-0.670000,0.0
13.22,0.352780,-7.401059,-0.670000,0.0
13.24,-3.812686,-8.667415,-0.670000,0.0
13.26,-2.884443,-6.817428,-0.670000,0.0
13.28,-3.030101,-10.656753,-0.670000,0.0
13.30,-1.737211,-2.150395,-0.670000,0.0
13.32,-2.175571,12.972734,-0.670000,0.0
13.34,-1.354543,-5.593852,-0.670000,0.0
13.36,-3.847712,-10.720651,-0.670000,0.0
13.38,1.633304,11.963445,-0.670000,0.0
13.40,-2.112381,-0.556148,-0.670000,0.0
13.42,2.497006,2.909942,-0.670000,0.0
13.44,-0.302162,4.684355,-0.670000,0.0
13.46,0.417205,-3.812052,-0.670000,0.0
13.48,-3.585313,3.432879,-0.670000,0.0
13.50,4.706454,-2.749381,-0.670000,0.0
13.52,-0.763407,2.142174,-0.670000,0.0
13.54,-2.495884,-5.532064,-0.670000,0.0
13.56,11.912872,4.386137,-0.670000,0.0
13.58,-9.046596,-12.399560,-0.670000,0.0
13.60,3.862605,4.287882,-0.670000,0.0
13.62,-2.751879,-12.297725,-0.670000,0.0
13.64,-2.463544,-14.085956,-0.670000,0.0
13.66,3.374008,8.667093,-0.670000,0.0
13.68,-1.685848,-9.746281,-0.670000,0.0
13.70,4.253582,16.920420,-0.670000,0.0
13.72,-1.360768,20.787442,-0.670000,0.0
13.74,1.353792,9.932127,-0.670000,0.0
13.76,-1.101215,-0.366615,-0.670000,0.0
13.78,1.277694,-9.988853,-0.670000,0.0
13.80,-3.588593,3.038604,-0.670000,0.0
13.82,-1.999874,1.874290,-0.670000,0.0
13.84,-3.209692,-6.903085,-0.670000,0.0
13.86,-8.418092,-6.688398,-0.670000,0.0
13.88,3.661335,4.170767,-0.670000,0.0
13.90,1.864759,-5.688000,-0.670000,0.0
13.92,-5.563710,28.858109,-0.670000,0.0
13.94,-0.125695,3.076706,-0.670000,0.0
13.96,-3.005296,-6.589313,-0.670000,0.0
13.98,-0.633914,12.060524,-0.670000,0.0
14.00,-4.316307,1.378576,-0.670000,0.0
14.02,3.195591,-1.770747,-0.670000,0.0
14.04,0.069573,7.800851,-0.670000,0.0
14.06,3.085399,7.538767,-0.670000,0.0
14.08,-1.458755,-8.088520,-0.670000,0.0
14.10,-1.738888,-11.901449,-0.670000,0.0
14.12,-3.236381,-10.274348,-0.670000,0.0
14.14,3.184974,10.792982,-0.670000,0.0
14.16,-4.196989,-12.710049,-0.670000,0.0
14.18,3.360813,16.833533,-0.670000,0.0
14.20,-1.085918,-13.317128,-0.670000,0.0
14.22,0.012234,6.232554,-0.670000,0.0
14.24,-7.559539,7.344110,-0.670000,0.0
14.26,2.585118,10.173835,-0.670000,0.0
14.28,4.607190,11.287752,-0.670000,0.0
14.30,-3.853537,6.425636,-0.670000,0.0
14.32,4.239044,-5.949385,-0.670000,0.0
14.34,4.131038,2.165003,-0.670000,0.0
14.36,-6.144386,-5.164912,-0.670000,0.0
14.38,-2.924246,-4.769049,-0.670000,0.0
14.40,0.688245,-12.659895,-0.670000,0.0
14.42,-5.612325,-4.425594,-0.670000,0.0
14.44,-4.132847,-22.977276,-0.670000,0.0
14.46,-0.252429,-14.185295,-0.670000,0.0
14.48,-0.663529,-0.003997,-0.670000,0.0
14.50,0.044239,-1.493804,-0.670000,0.0
14.52,0.684052,6.369543,-0.670000,0.0
14.54,0.817399,4.035170,-0.670000,0.0
14.56,0.559425,-5.017264,-0.670000,0.0
14.58,-1.463031,8.204062,-0.670000,0.0
14.60,-3.221688,-7.661535,-0.670000,0.0
14.62,0.567044,-3.211124,-0.670000,0.0
14.64,-1.001842,3.844571,-0.670000,0.0
14.66,-1.367344,-0.276947,-0.670000,0.0
14.68,6.460980,7.582766,-0.670000,0.0
14.70,0.665667,-4.390171,-0.670000,0.0
14.72,-0.395203,12.097616,-0.670000,0.0
14.74,0.141948,3.836483,-0.670000,0.0
14.76,2.675643,2.101571,-0.670000,0.0
14.78,-4.440688,2.524346,-0.670000,0.0
14.80,-3.577597,7.192212,-0.670000,0.0
14.82,-2.749602,-2.159941,-0.670000,0.0
14.84,-1.874803,-3.860518,-0.670000,0.0
14.86,0.130498,10.934797,-0.670000,0.0
14.88,-5.243344,-1.589582,-0.670000,0.0
14.90,6.423030,17.661233,-0.670000,0.0
14.92,-4.035281,-2.370048,-0.670000,0.0
14.94,2.762050,-4.007191,-0.670000,0.0
14.96,-0.843533,-16.901344,-0.670000,0.0
14.98,-5.380049,0.921812,-0.670000,0.0
15.00,8.721155,-1.921901,-0.670000,0.0
15.02,-8.781241,-9.607181,-0.670000,0.0
15.04,-3.218438,-19.928387,-0.670000,0.0
15.06,-8.284399,-13.241628,-0.670000,0.0
15.08,-0.234324,-10.329785,-0.670000,0.0
15.10,0.457567,-4.719781,-0.670000,0.0
15.12,3.047007,-1.027414,-0.670000,0.0
15.14,2.519284,-4.533297,-0.670000,0.0
15.16,-2.467738,-5.353522,-0.670000,0.0
15.18,-0.117239,15.091067,-0.670000,0.0
15.20,1.793798,10.842090,-0.670000,0.0
15.22,0.644085,11.103095,-0.670000,0.0
15.24,-0.842792,-2.939269,-0.670000,0.0
15.26,0.084697,2.190452,-0.670000,0.0
15.28,2.430206,30.907727,-0.670000,0.0
15.30,-1.455653,4.681876,-0.670000,0.0
15.32,0.772006,8.045005,-0.670000,0.0
15.34,-0.722233,0.912228,-0.670000,0.0
15.36,-2.776783,16.515869,-0.670000,0.0
15.38,0.300524,1.781548,-0.670000,0.0
15.40,-4.392349,-2.427725,-0.670000,0.0
15.42,-3.101746,-4.333142,-0.670000,0.0
15.44,-2.213025,-10.105466,-0.670000,0.0
15.46,1.934776,6.351896,-0.670000,0.0
15.48,-1.377689,3.832092,-0.670000,0.0
15.50,0.322600,-0.165286,-0.670000,0.0
15.52,8.579506,0.575852,-0.670000,0.0
15.54,-4.196188,15.299977,-0.670000,0.0
15.56,-6.315266,-4.833890,-0.670000,0.0
15.58,1.141934,13.736215,-0.670000,0.0
15.60,-7.536448,-3.665155,-0.670000,0.0
15.62,-2.136307,6.665093,-0.670000,0.0
15.64,3.034034,15.412671,-0.670000,0.0
15.66,-0.301367,3.835903,-0.670000,0.0
15.68,0.596033,6.783314,-0.670000,0.0
15.70,-4.647129,-4.625114,-0.670000,0.0
15.72,6.340078,-3.885994,-0.670000,0.0
15.74,1.841321,10.701506,-0.670000,0.0
15.76,4.770693,6.087061,-0.670000,0.0
15.78,-5.395119,-15.785773,-0.670000,0.0
15.80,-6.551002,-3.717198,-0.670000,0.0
15.82,0.411585,4.276792,-0.670000,0.0
15.84,2.784523,-9.740362,-0.670000,0.0
15.86,0.667169,5.707768,-0.670000,0.0
15.88,2.005088,4.298576,-0.670000,0.0
15.90,3.737254,9.808334,-0.670000,0.0
15.92,0.429495,3.824585,-0.670000,0.0
15.94,-9.089128,-8.672995,-0.670000,0.0
15.96,-3.226676,-0.528366,-0.670000,0.0
15.98,-3.634275,-5.139667,-0.670000,0.0
16.00,2.588947,16.756785,-0.670000,0.0
16.02,-1.171863,4.023223,-0.670000,0.0
16.04,-4.028273,0.205862,-0.670000,0.0
16.06,0.853069,-4.737393,-0.670000,0.0
16.08,3.632364,3.936180,-0.670000,0.0
16.10,-1.550688,-2.480644,-0.670000,0.0
16.12,-0.507425,-0.399607,-0.670000,0.0
16.14,-1.134223,-3.141122,-0.670000,0.0
16.16,-0.476768,-6.277410,-0.670000,0.0
16.18,-2.632129,2.215840,-0.670000,0.0
16.20,-0.926182,-11.364650,-0.670000,0.0
16.22,-8.089766,-10.690334,-0.670000,0.0
16.24,2.656836,-2.732109,-0.670000,0.0
16.26,2.404466,11.696616,-0.670000,0.0
16.28,0.418227,-14.685322,-0.670000,0.0
16.30,-1.813145,13.478459,-0.670000,0.0
16.32,-3.017255,1.433279,-0.670000,0.0
16.34,0.937594,-5.295973,-0.670000,0.0
16.36,-2.226986,-13.007638,-0.670000,0.0
16.38,-7.785830,-19.011112,-0.670000,0.0
16.40,5.726211,-1.382018,-0.670000,0.0
16.42,-3.877699,-3.241975,-0.670000,0.0
16.44,2.092132,-2.860482,-0.670000,0.0
16.46,-0.011521,18.927297,-0.670000,0.0
16.48,-1.503799,-1.110528,-0.670000,0.0
16.50,2.284842,2.305312,-0.670000,0.0
16.52,3.904092,8.849020,-0.670000,0.0
16.54,-2.212465,-21.556883,-0.670000,0.0
16.56,-0.499522,-13.272987,-0.670000,0.0
16.58,-4.876095,-13.945100,-0.670000,0.0
16.60,-2.186518,-0.497224,-0.670000,0.0
16.62,2.224317,20.937427,-0.670000,0.0
16.64,1.023932,1.675627,-0.670000,0.0
16.66,2.054678,-2.683634,-0.670000,0.0
16.68,0.860578,12.969383,-0.670000,0.0
16.70,-0.907118,-5.557409,-0.670000,0.0
16.72,0.286837,3.846849,-0.670000,0.0
16.74,-1.337563,-3.884162,-0.670000,0.0
16.76,-2.009268,1.635435,-0.670000,0.0
16.78,-2.646266,-10.375357,-0.670000,0.0
16.80,1.122777,5.479621,-0.670000,0.0
16.82,-0.652007,14.655690,-0.670000,0.0
16.84,2.961365,-9.234691,-0.670000,0.0
16.86,-4.741020,3.567244,-0.670000,0.0
16.88,-3.238494,-1.429719,-0.670000,0.0
16.90,-0.318210,8.740742,-0.670000,0.0
16.92,-4.180705,4.113164,-0.670000,0.0
16.94,-0.051152,12.653430,-0.670000,0.0
16.96,3.192691,16.564859,-0.670000,0.0
16.98,3.117529,-3.149802,-0.670000,0.0
17.00,-3.418334,2.280979,-0.670000,0.0
17.02,2.807907,-4.305140,-0.670000,0.0
17.04,-9.329283,-5.259714,-0.670000,0.0
17.06,1.731075,-8.773565,-0.670000,0.0
17.08,1.832886,-1.603368,-0.670000,0.0
17.10,-8.104051,-12.496998,-0.670000,0.0
17.12,-2.141986,5.550322,-0.670000,0.0
17.14,-0.304131,-3.244775,-0.670000,0.0
17.16,6.194056,13.645651,-0.670000,0.0
17.18,-2.860456,-10.858966,-0.670000,0.0
17.20,-2.311910,7.056974,-0.670000,0.0
17.22,-1.112629,7.404579,-0.670000,0.0
17.24,2.243532,-6.763033,-0.670000,0.0
17.26,-1.608042,-12.671161,-0.670000,0.0
17.28,-2.286274,-9.108071,-0.670000,0.0
17.30,-2.220604,-10.428155,-0.670000,0.0
17.32,-0.198534,7.718352,-0.670000,0.0
17.34,1.970723,-13.407743,-0.670000,0.0
17.36,-2.393116,-3.444558,-0.670000,0.0
17.38,-2.897930,-4.455709,-0.670000,0.0
17.40,3.671240,17.256120,-0.670000,0.0
17.42,3.388265,18.888730,-0.670000,0.0
17.44,-6.213927,-11.207975,-0.670000,0.0
17.46,1.978284,3.542783,-0.670000,0.0
17.48,3.465969,14.537962,-0.670000,0.0
17.50,-4.264703,8.748037,-0.670000,0.0
17.52,-0.597501,0.521119,-0.670000,0.0
17.54,-0.151472,16.117536,-0.670000,0.0
17.56,-4.761413,-18.965187,-0.670000,0.0
17.58,3.405108,-1.729695,-0.670000,0.0
17.60,-0.477645,-4.649770,-0.670000,0.0
17.62,-0.063623,-15.217093,-0.670000,0.0
17.64,-4.605541,-6.251227,-0.670000,0.0
17.66,2.137559,11.744941,-0.670000,0.0
17.68,7.219151,-10.508857,-0.670000,0.0
17.70,2.717931,-0.412387,-0.670000,0.0
17.72,-5.937955,-13.661730,-0.670000,0.0
17.74,4.082512,-0.702439,-0.670000,0.0
17.76,-1.808843,1.189791,-0.670000,0.0
17.78,2.568503,3.280128,-0.670000,0.0
17.80,-3.452100,-10.121394,-0.670000,0.0
17.82,1.894545,0.112462,-0.670000,0.0
17.84,-5.833139,-7.864223,-0.670000,0.0
17.86,-4.418258,2.458370,-0.670000,0.0
17.88,-1.752249,-2.758417,-0.670000,0.0
17.90,-3.233912,4.462591,-0.670000,0.0
17.92,-4.295675,-11.972063,-0.670000,0.0
17.94,2.465531,-6.843901,-0.670000,0.0
17.96,-2.705243,-17.198771,-0.670000,0.0
17.98,-2.944370,-9.211310,-0.670000,0.0
18.00,-5.679872,-4.979503,-0.670000,0.0
18.02,-2.992733,-12.128843,-0.670000,0.0
18.04,1.864872,-2.258285,-0.670000,0.0
18.06,-6.342340,-8.208406,-0.670000,0.0
18.08,2.950481,1.953369,-0.670000,0.0
18.10,5.481381,17.269915,-0.670000,0.0
18.12,-10.198502,4.359573,-0.670000,0.0
18.14,5.791348,-3.926059,-0.670000,0.0
18.16,-3.573468,-3.165617,-0.670000,0.0
18.18,2.062268,15.230968,-0.670000,0.0
18.20,-1.404787,-8.294122,-0.670000,0.0
18.22,6.494408,7.857125,-0.670000,0.0
18.24,1.941359,2.381830,-0.670000,0.0
18.26,-4.281125,-2.122444,-0.670000,0.0
18.28,-1.558795,-6.624010,-0.670000,0.0
18.30,0.202516,-23.818162,-0.670000,0.0
18.32,5.307318,4.549424,-0.670000,0.0
18.34,3.967795,-1.548316,-0.670000,0.0
18.36,-0.454043,-2.093739,-0.670000,0.0
18.38,-4.903528,-23.304138,-0.670000,0.0
18.40,0.786444,3.853970,-0.670000,0.0
18.42,-3.861977,3.559734,-0.670000,0.0
18.44,-2.532156,-6.593966,-0.670000,0.0
18.46,-1.824591,11.024565,-0.670000,0.0
18.48,3.842034,-9.552032,-0.670000,0.0
18.50,0.513358,-3.441264,-0.670000,0.0
18.52,-5.711030,3.402879,-0.670000,0.0
18.54,0.557581,-4.608787,-0.670000,0.0
18.56,1.795055,1.585683,-0.670000,0.0
18.58,-3.881270,-0.320627,-0.670000,0.0
18.60,6.962396,21.699300,-0.670000,0.0
18.62,0.238152,1.842636,-0.670000,0.0
18.64,-7.802435,-11.538563,-0.670000,0.0
18.66,5.632102,11.070799,-0.670000,0.0
18.68,-2.359586,-1.483795,-0.670000,0.0
18.70,-6.332228,-4.800997,-0.670000,0.0
18.72,2.568983,5.356358,-0.670000,0.0
18.74,-5.055912,0.453453,-0.670000,0.0
18.76,5.844187,-3.776485,-0.670000,0.0
18.78,-4.107906,16.586098,-0.670000,0.0
18.80,-3.895766,2.479750,-0.670000,0.0
18.82,-1.900616,-2.208057,-0.670000,0.0
18.84,-2.028282,-24.002979,-0.670000,0.0
18.86,0.927595,-2.505494,-0.670000,0.0
18.88,-3.956181,0.135798,-0.670000,0.0
18.90,2.312757,5.123164,-0.670000,0.0
18.92,1.216311,5.871722,-0.670000,0.0
18.94,-4.274927,-11.168382,-0.670000,0.0
18.96,-0.342647,-12.934724,-0.670000,0.0
18.98,4.424151,13.665834,-0.670000,0.0
19.00,3.589087,16.506234,-0.670000,0.0
19.02,-3.596289,9.813879,-0.670000,0.0
19.04,-6.168147,-3.321834,-0.670000,0.0
19.06,-9.865408,-10.401529,-0.670000,0.0
19.08,-1.291638,-21.212705,-0.670000,0.0
19.10,0.027873,2.656149,-0.670000,0.0
19.12,1.059287,-6.012251,-0.670000,0.0
19.14,-0.241866,11.975299,-0.670000,0.0
19.16,1.875223,4.152176,-0.670000,0.0
19.18,0.078499,-9.299212,-0.670000,0.0
19.20,2.080779,-1.026304,-0.670000,0.0
19.22,-1.476433,-15.800386,-0.670000,0.0
19.24,1.933784,-4.729155,-0.670000,0.0
19.26,1.663384,19.483341,-0.670000,0.0
19.28,-0.440598,1.150940,-0.670000,0.0
19.30,2.196303,-2.057734,-0.670000,0.0
19.32,-2.395006,-6.333604,-0.670000,0.0
19.34,5.867363,-5.380298,-0.670000,0.0
19.36,-0.561187,2.932741,-0.670000,0.0
19.38,-7.006567,-9.693667,-0.670000,0.0
19.40,3.879998,2.961012,-0.670000,0.0
19.42,5.743181,9.031419,-0.670000,0.0
19.44,-2.997399,-15.913104,-0.670000,0.0
19.46,-0.156376,14.055454,-0.670000,0.0
19.48,0.962229,11.317550,-0.670000,0.0
19.50,-0.749988,7.052311,-0.670000,0.0
19.52,-1.676700,4.011921,-0.670000,0.0
19.54,-2.593490,0.967938,-0.670000,0.0
19.56,-3.935199,-4.813779,-0.670000,0.0
19.58,-3.970947,1.952762,-0.670000,0.0
19.60,-6.712140,13.066213,-0.670000,0.0
19.62,-2.336272,2.369772,-0.670000,0.0
19.64,-0.623440,-0.029542,-0.670000,0.0
19.66,0.419835,14.825682,-0.670000,0.0
19.68,-4.520638,-5.821886,-0.670000,0.0
19.70,-5.697573,-6.266412,-0.670000,0.0
19.72,-0.825925,5.719310,-0.670000,0.0
19.74,9.240504,-2.476236,-0.670000,0.0
19.76,-2.369074,-6.155773,-0.670000,0.0
19.78,0.123925,1.532424,-0.670000,0.0
19.80,-2.503916,16.240375,-0.670000,0.0
19.82,-0.127998,2.704192,-0.670000,0.0
19.84,-2.935711,-6.463114,-0.670000,0.0
19.86,1.992561,-6.935705,-0.670000,0.0
19.88,-0.666243,-0.935498,-0.670000,0.0
19.90,-2.534862,-4.788017,-0.670000,0.0
19.92,6.524248,14.809808,-0.670000,0.0
19.94,-8.013231,-5.660618,-0.670000,0.0
19.96,-0.933058,12.901533,-0.670000,0.0
19.98,1.100095,3.685534,-0.670000,0.0
20.00,-3.098250,14.143258,-0.670000,0.0
20.02,-0.986300,15.077409,-0.670000,0.0
20.04,-0.629019,2.027771,-0.670000,0.0
20.06,-2.104282,-22.046681,-0.670000,0.0
20.08,-0.707435,-9.124963,-0.670000,0.0
20.10,10.417002,0.195971,-0.670000,0.0
20.12,-4.068932,10.587237,-0.670000,0.0
20.14,-0.959579,17.721450,-0.670000,0.0
20.16,6.996455,10.692582,-0.670000,0.0
20.18,-2.140357,5.302364,-0.670000,0.0
20.20,-0.336712,2.823323,-0.670000,0.0
20.22,-2.056096,13.446868,-0.670000,0.0
20.24,3.584192,11.173516,-0.670000,0.0
20.26,-3.166148,-14.636123,-0.670000,0.0
20.28,-4.034874,-9.416825,-0.670000,0.0
20.30,4.308868,8.462168,-0.670000,0.0
20.32,-3.495918,7.248113,-0.670000,0.0
20.34,2.395452,14.956969,-0.670000,0.0
20.36,-6.109205,-15.676790,-0.670000,0.0
20.38,1.581850,-6.213549,-0.670000,0.0
20.40,-3.227495,6.116554,-0.670000,0.0
20.42,8.190583,-1.988976,-0.670000,0.0
20.44,-8.327555,-16.064919,-0.670000,0.0
20.46,-3.636897,-9.398065,-0.670000,0.0
20.48,2.217606,7.821159,-0.670000,0.0
20.50,-4.712789,4.271740,-0.670000,0.0
20.52,-1.359331,10.006820,-0.670000,0.0
20.54,-0.719328,-5.544735,-0.670000,0.0
20.56,3.282079,-0.160919,-0.670000,0.0
20.58,0.429462,7.403644,-0.670000,0.0
20.60,-3.603123,-5.520686,-0.670000,0.0
20.62,-2.828518,-2.526006,-0.670000,0.0
20.64,-0.016927,-10.292876,-0.670000,0.0
20.66,1.142412,18.109520,-0.670000,0.0
20.68,1.139592,4.475219,-0.670000,0.0
